,title,company,rating,location,salary,summary
83,DevOp's Engineer,[x]cube LABS,,"Hyderabad, Telangana",,"Hands-on experience in cloud infrastructure like AWS, Google Cloud etc, and monitoring setup.Hands-on experience in Linux operating system (installing and…30+ days ago·More...View all [x]cube LABS jobs - Hyderabad jobsSalary Search: DevOp's Engineer salaries in Hyderabad, Telangana"
84,"Cloud Engineer, Elastic Engineering (R-7494)",Rackspace,3.7,Remote,,"Working with customer engineering teams on a wide variety of AWS projects (migration, containerization, transformation)Writing infrastructure as code …30+ days ago·More...View all Rackspace jobs - Remote jobsSalary Search: Cloud Engineer, Elastic Engineering (R-7494) salaries in Remote"
85,Scanner Application Engineer,ELECTRONICA MECHATRONIC SYSTEMS INDIA PVT LTD,,"Pune, Maharashtra•Remote","₹30,000 - ₹45,000 a month","Candidate also expected to travel nearby cities using suitable mode of transport bus / railway (travelling expenses from company).17 days ago·More...View all ELECTRONICA MECHATRONIC SYSTEMS INDIA PVT LTD jobs - Pune jobsSalary Search: Scanner Application Engineer salaries in Pune, Maharashtra"
86,Associate II - Cloud Infrastructure Services,UST Global,3.7,"Thiruvananthapuram, Kerala",,"The role primarily includes taking first line calls and other customer contact; therefore excellent written English and a professional telephone manner is…2 days ago·More...View all UST Global jobs - Thiruvananthapuram jobsSalary Search: Associate II - Cloud Infrastructure Services salaries in Thiruvananthapuram, KeralaSee popular questions & answers about UST Global"
87,Cloud Engineer-LN,Vectrus,3.5,India•Remote,,"Along with a passion for cloud engineering, administration and operations, the successful candidate will look to continually improve Vectrus’ cloud practices.30+ days ago·More...View all Vectrus jobs - India jobsSalary Search: Cloud Engineer-LN salaries in India"
88,DevOps Engineer,Taxilla IT Solutions,,"Hyderabad, Telangana",,"Deploying, automating, maintaining and managing cloud based production system,.Good knowledge in Linux/Unix.30+ days ago·More...View all Taxilla IT Solutions jobs - Hyderabad jobsSalary Search: DevOps Engineer salaries in Hyderabad, Telangana"
89,Cloud Engineer - 4847,ION,3.9,"Noida, Uttar Pradesh",,"Microservices and cloud native architectures supporting the highest security standards.Work with stakeholders to understand customers' needs and to implement…10 days ago·More...View all ION jobs - Noida jobsSalary Search: Cloud Engineer - 4847 salaries in Noida, Uttar Pradesh"
90,Cloud Support Intern Deployment,AISPL - Telangana,3.5,"Hyderabad, Telangana",,"Good understanding of cloud and virtual infrastructure like VM, Hypervisor etc.Collaborate with engineers and their peers in a virtual classroom to learn about…30+ days ago·More...View all AISPL - Telangana jobs - Hyderabad jobsSalary Search: Cloud Support Intern Deployment salaries in Hyderabad, TelanganaSee popular questions & answers about AISPL - Telangana"
91,Assistant Manger,Vodafone,3.9,"Bengaluru, Karnataka",,"The Network Operations Engineer supports in the provision of provides monitoring, operation and management of efficient and effective networks services…1 day ago·More...View all Vodafone jobs - Bengaluru jobsSalary Search: Assistant Manger salaries in Bengaluru, KarnatakaSee popular questions & answers about Vodafone"
92,RAN Automation Engineer,Rakuten,3.5,"Bengaluru, Karnataka",,"Frequent communication and coordination with local NOC engineers / Customer sitting in different geographical locations.Some overseas travel may be involved.2 days ago·More...View all Rakuten jobs - Bengaluru jobsSalary Search: RAN Automation Engineer salaries in Bengaluru, Karnataka"
93,Cloud Application Development Engineer,Hewlett Packard Enterprise,3.8,"Bengaluru, Karnataka",,"Responsible for the design & development of cloud solution.Must - 1+ year experience in Developing and implementing cloud applications.3 days ago·More...View all Hewlett Packard Enterprise jobs - Bengaluru jobsSalary Search: Cloud Application Development Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Hewlett Packard Enterprise"
94,Eloqua & SFMC Cloud support engineer,Zensar Technologies,3.7,"Pune, Maharashtra",,"SFMC support engineer who ensures that our corporation capitalizes on the marketing automation efforts.Customer facing role, clients to determine business…9 days ago·More...View all Zensar Technologies jobs - Pune jobsSalary Search: Eloqua & SFMC Cloud support engineer salaries in Pune, MaharashtraSee popular questions & answers about Zensar Technologies"
95,CloudOps Engineer,Micro Focus,3.6,"Bengaluru, Karnataka",,"Evaluate, implement and test the deployment, monitoring, scaling and administrative and cloud release pipeline infrastructure for the cloud hosted deployment of…3 days ago·More...View all Micro Focus jobs - Bengaluru jobsSalary Search: CloudOps Engineer salaries in Bengaluru, KarnatakaSee popular questions & answers about Micro Focus"
96,"Cloud System Engineer, Associate",Infor,3.7,"Hyderabad, Telangana",,"Other cloud technologies like Microsoft Azure or Google Cloud.Thorough understanding of networking concepts and Internet protocols Experience with cloud…30+ days ago·More...View all Infor jobs - Hyderabad jobsSalary Search: Cloud System Engineer, Associate salaries in Hyderabad, TelanganaSee popular questions & answers about Infor"
97,Cloud Engineer,Birdvision Consulting,,"Pune, Maharashtra•Remote",,"Designing, building, and maintaining efficient, reusable, and reliable software or Infra provisioning in Java, Python or Terraform.30+ days ago·More...View all Birdvision Consulting jobs - Pune jobsSalary Search: Cloud Engineer salaries in Pune, Maharashtra"
98,Application Support Engineer,Accelatis,,"Hyderabad, Telangana",,"Administer and manage cloud based and on-premise DevOps instances (Azure DevOps\AWS).Install, configure, customize, and upgrade DevOps server and services.30+ days ago·More...View all Accelatis jobs - Hyderabad jobsSalary Search: Application Support Engineer salaries in Hyderabad, Telangana"
99,Public Cloud Platform Engineer,"JPMorgan Chase Bank, N.A.",3.9,"Bengaluru, Karnataka",,"Networking Concepts - Cloud Native and Public cloud concepts, particularly with AWS ecosystems.We provide automation patterns, tooling and components that…2 days ago·More...View all JPMorgan Chase Bank, N.A. jobs - Bengaluru jobsSalary Search: Public Cloud Platform Engineer salaries in Bengaluru, Karnataka"
100,Sr Cloud Engineer - Windows / Linux,Rapyder Cloud Solutions,,"Bengaluru, Karnataka",,"Manage full application stacks from the OS through custom applications using Amazon cloud-based computing environments.30+ days ago·More...View all Rapyder Cloud Solutions jobs - Bengaluru jobsSalary Search: Sr Cloud Engineer - Windows / Linux salaries in Bengaluru, Karnataka"
101,Senior Cloud Engineer,GE Appliances,3.6,"Hyderabad, Telangana",,"Collaborate with experts across the team to build cloud-native robust, scalable & secure design solutions for go-forward applications in a multi-cloud…30+ days ago·More...View all GE Appliances jobs - Hyderabad jobsSalary Search: Senior Cloud Engineer salaries in Hyderabad, Telangana"
102,System Cloud Engineer,"KMK Consulting, Inc.",,"Vadodara, Gujarat",,"5+ experience with high level AWS, Azure AD and O365.Good knowledge of common system administration tools of (Scripting, Firewall, Load balancers, DNS, TCP/IP…29 days ago·More...View all KMK Consulting, Inc. jobs - Vadodara jobsSalary Search: System Cloud Engineer salaries in Vadodara, Gujarat"
103,Cloud Senior Engineer,Crowe,,"Noida, Uttar Pradesh",,"Provide technical guidance and mentoring to less experienced engineers.Drive continuous improvement of solutions & team capabilities by staying current with…30+ days ago·More...View all Crowe jobs - Noida jobsSalary Search: Cloud Senior Engineer salaries in Noida, Uttar Pradesh"
104,MBD Engineer,bTranz,,"Hyderabad, Telangana•Remote",,"1.Model-based SW development using MATLAB Simulink / DSpace Target Link / ASCET.3.Strong understanding of ARM-based microcontroller and must have worked on any…5 days ago·More...View all bTranz jobs - Hyderabad jobsSalary Search: MBD Engineer salaries in Hyderabad, Telangana"
105,Pre Sales Cloud engineer,Gowra Bits & Bytes,,"Bengaluru, Karnataka•Remote","₹5,00,000 - ₹7,00,000 a year","The candidate should be able to work with networking in virtual cloud environment and in also connecting cloud to on-prem network with VPN / Direct connect etc.30+ days ago·More...View all Gowra Bits & Bytes jobs - Bengaluru jobsSalary Search: Pre Sales Cloud engineer salaries in Bengaluru, Karnataka"
106,AWS Cloud Engineer,Hi Tech Informatics Pvt Ltd,,"Noida, Uttar Pradesh","₹40,000 - ₹60,000 a month","§ Good to have working knowledge on Third party cloud Tools.§ Working understanding of DevOps/CI-CD and similar cloud services.§ Willing to work in Shifts.30+ days ago·More...View all Hi Tech Informatics Pvt Ltd jobs - Noida jobsSalary Search: AWS Cloud Engineer salaries in Noida, Uttar Pradesh"
107,Cloud Engineer,Progression Infonet,,"Gurgaon, Haryana",,"Fair Knowledge and Experience of working on Public Cloud.Knowledge and working experience on Linux Operating System (OS, User Access, Storage Management,…30+ days ago·More...View all Progression Infonet jobs - Gurgaon jobsSalary Search: Cloud Engineer salaries in Gurgaon, Haryana"
108,IBD Engineering – Cloud Engineer,Goldman Sachs,4.0,"Bengaluru, Karnataka",,"Develop software and tooling to secure and automate cloud infrastructure and software delivery capabilities.Experience architecting, designing, and developing…24 days ago·More...View all Goldman Sachs jobs - Bengaluru jobsSalary Search: IBD Engineering – Cloud Engineer salaries in Bengaluru, Karnataka"
109,TOOLS -REPORT Engineer – Cloud Services-Bangalore-2-7 Yrs,Klaus IT Solutions,3.9,"Bengaluru, Karnataka",,"O Education: Bachelor Degree or Equivalent by experience (at least2 years operational experience).O Mastering at least 1 Technical competence domains and has…2 days ago·More...View all Klaus IT Solutions jobs - Bengaluru jobsSalary Search: TOOLS -REPORT Engineer – Cloud Services-Bangalore-2-7 Yrs salaries in Bengaluru, Karnataka"
110,Cloud engineer(Azure),FIS Global,3.4,"Bengaluru, Karnataka+1 location",,"An analyst who understands not only cloud technology concepts but also a solid understanding of networking in general and system interdependencies.9 days ago·More...View all FIS Global jobs - Bengaluru jobsSalary Search: Cloud engineer(Azure) salaries in Bengaluru, Karnataka"
111,SRE Engineer,Commvault,3.7,"Hyderabad, Telangana+1 location",,"Experience in Microsoft Azure cloud platform.Nice to have certifications in AWS or Azure cloud platform.Our automated solutions work on-prem and in the cloud,…9 days ago·More...View all Commvault jobs - Hyderabad jobsSalary Search: SRE Engineer salaries in Hyderabad, Telangana"
112,Cloud and DevOps Engineer (5-8 years),Siemens,4.0,"Pune, Maharashtra",,"You should be Involved in Infrastructure provisioning for enterprise-wide cloud platform.You are Required to Build and operate a secure cloud and networking…30+ days ago·More...View all Siemens jobs - Pune jobsSalary Search: Cloud and DevOps Engineer (5-8 years) salaries in Pune, Maharashtra"
113,Service Engineer 2,Microsoft,4.2,"Hyderabad, Telangana+1 location",,"Supplier Partnerships - Partner with various 3rd party voice, data and cloud service providers to define detailed connectivity requirements between the various…3 days ago·More...View all Microsoft jobs - Hyderabad jobsSalary Search: Service Engineer 2 salaries in Hyderabad, Telangana"
114,Assistant ManagerSenior Engineer_FLS UC_Pune,Vodafone,3.9,"Pune, Maharashtra",,"The Network Operations Engineer supports in the provision of provides monitoring, operation and management of efficient and effective networks services…2 days ago·More...View all Vodafone jobs - Pune jobsSalary Search: Assistant ManagerSenior Engineer_FLS UC_Pune salaries in Pune, Maharashtra"
115,Mechanicl Engineer,Beckman Coulter Diagnostics,3.6,"Bengaluru, Karnataka",,"The teams consist of hardworking software & hardware engineers and development managers.Our diagnostic systems, found in hospitals and other critical care…1 day ago·More...View all Beckman Coulter Diagnostics jobs - Bengaluru jobsSalary Search: Mechanicl Engineer salaries in Bengaluru, Karnataka"
116,Cloud Engineer - Azure+SCCM+O365,Softline International,,"Noida, Uttar Pradesh",,"The Main Purpose Of This Job: Provide second line support to customer users, analyze problems, and offer solutions to issues that cannot be addressed by tier 1 …30+ days ago·More...View all Softline International jobs - Noida jobsSalary Search: Cloud Engineer - Azure+SCCM+O365 salaries in Noida, Uttar Pradesh"
